620.9924,547.2761
544.4625,529.2691
509.9490,493.2550
497.9443,451.2386
490.4414,313.1846
500.9455,247.1589
554.9666,184.1342
658.5070,184.1342
720.0311,224.6501
744.0404,298.1788
758.5000,450.0000
733.5363,511.2620
679.5152,535.2714
482.9385,445.2362
466.4320,401.7192
469.4332,359.7028
473.9349,245.6583
512.9502,179.6325
578.9760,130.1131
673.5129,140.6172
730.5352,181.1331
763.5481,230.6524
793.5598,340.1952
790.5586,397.2175
768.0498,443.7356
556.4672,322.1882
666.0100,310.1835
506.9478,298.1788
536.9596,283.1729
569.9725,275.6700
638.9994,275.6700
669.0111,263.6653
717.0299,280.1717
610.4883,319.1870
571.4730,386.7134
609.5000,401.0000
648.5000,386.0000
556.4672,445.2362
619.4918,434.7321
685.5176,431.7309
587.5000,472.0000
620.5000,469.0000
656.5000,465.0000
