636,610
572,572

539,533

526,466

512,333

520,258

570,230

662,227

724,260

741,330

745,457

737,527

699,575

510,463

496,426

494,383

488,247

525,190

584,136

680,157

741,201

762,249

768,359

769,412

758,456

574,365

680,359

532,345

560,332

596,341

648,335

683,320

719,334

626,352

600,449

633,457

662,445

591,506

632,486

683,495

602,527

633,534

667,521
