660.75,634.25
584.25,607.25
546.75,565.25
527.25,508.25
504.75,398.75
534.75,314.75
585.75,242.75
680.25,248.75
749.25,274.25
782.25,344.75
782.25,481.25
762.75,557.75
713.25,613.25
513.75,511.25
491.25,461.75
498.75,400.25
479.25,296.75
522.75,205.25
584.25,154.25
699.75,158.75
774.75,226.25
791.25,304.25
795.75,373.25
806.25,431.75
801.75,494.75
591.75,397.25
705.75,386.75
543.75,359.75
579.75,343.25
611.25,352.25
684.75,353.75
720.75,341.75
755.25,350.75
650.25,394.25
620.25,472.25
653.25,484.25
684.75,467.75
611.25,539.75
651.75,532.25
696.75,535.25
633.75,551.75
656.25,557.75
680.25,547.25
