671.7500,665.2500
659.7500,618.7500
625.2500,579.7500
553.2500,549.7500
476.7500,536.2500
416.7500,533.2500
343.2500,572.2500
320.7500,698.2500
368.7500,746.2500
449.7500,773.2500
532.2500,768.7500
605.7500,759.7500
644.7500,717.7500
541.2500,522.7500
490.2500,503.2500
434.7500,500.2500
323.7500,489.7500
221.7500,530.2500
187.2500,597.7500
199.2500,710.2500
238.2500,767.2500
310.2500,804.7500
410.7500,801.7500
482.7500,804.7500
532.2500,789.7500
445.2500,596.2500
437.7500,713.2500
406.2500,554.2500
388.2500,576.7500
397.2500,621.7500
392.7500,681.7500
382.2500,719.2500
400.2500,750.7500
445.2500,651.7500
520.2500,624.7500
532.2500,654.7500
520.2500,686.2500
577.2500,618.7500
559.2500,657.7500
572.7500,698.2500
593.7500,639.7500
596.7500,657.7500
590.7500,674.2500
