608, 692
536, 621
497, 567
485, 483
497, 413
510, 340
573, 356
676, 360
729, 346
739, 440
738, 494
713, 575
680, 629
468, 479
450, 416
458, 368
451, 299
480, 191
562, 120
685, 130
755, 205
775, 300
774, 388
763, 446
739, 489
567, 463
671, 467
522, 442
568, 443
601, 459
638, 461
677, 451
708, 455
620, 479
590, 559
618, 574
645, 559
569, 610
615, 599
656, 607
586, 637
615, 646
644, 633
