639	601
554	551
515	490
502	438
499	310
513	246
560	181
706	185
757	263
775	314
776	434
759	503
714	564
494	427
478	353
482	314
482	241
514	122
586	65
720	78
788	174
816	259
812	320
805	361
794	425
569.5	345
694.5	345
523.5	318
544.5	306
597.5	316
662.5	318
706.5	307
749.5	317
632.5	348
593.5	448
633.5	459
674.5	453
578.5	488
633.5	486
692.5	483
600.5	527
635.5	530
675.5	522
