634.50,705.00
576.50,689.00
542.50,650.00
523.50,582.00
512.50,468.00
522.50,425.00
554.50,350.00
648.50,334.00
720.50,403.00
744.50,473.00
736.50,576.00
728.50,625.00
699.50,672.00
513.50,581.00
503.50,541.00
498.50,499.00
419.50,452.00
441.50,339.00
552.50,289.00
658.50,235.00
778.50,300.00
835.50,412.00
763.50,482.00
759.50,526.00
751.50,570.00
568.50,496.00
684.50,488.00
525.50,461.00
548.50,444.00
583.50,447.00
656.50,442.00
690.50,434.00
719.50,447.00
624.50,472.00
594.50,564.00
628.50,559.00
661.50,557.00
589.50,625.00
633.50,609.00
675.50,613.00
608.50,641.00
635.50,645.00
656.50,638.00
