623.250000,578.750000
564.750000,553.250000
531.750000,509.750000
507.750000,463.250000
495.750000,347.750000
506.250000,256.250000
561.750000,200.750000
656.250000,193.250000
729.750000,253.250000
749.250000,332.750000
744.750000,428.750000
728.250000,502.250000
693.750000,550.250000
483.750000,434.750000
474.750000,400.250000
470.250000,353.750000
467.250000,259.250000
501.750000,149.750000
570.750000,97.250000
689.250000,110.750000
759.750000,169.250000
782.250000,239.750000
770.250000,334.250000
779.250000,383.750000
761.250000,433.250000
570.750000,346.250000
681.750000,343.250000
533.250000,338.750000
558.750000,332.750000
593.250000,343.250000
654.750000,340.250000
680.250000,332.750000
710.250000,341.750000
620.250000,358.250000
585.750000,418.250000
630.750000,428.750000
659.250000,425.750000
567.750000,475.250000
630.750000,467.750000
683.250000,475.250000
585.750000,500.750000
629.250000,520.250000
657.750000,509.750000
