648.75,584.75
605.25,580.25
543.75,530.75
521.25,463.25
522.75,356.75
543.75,287.75
594.75,253.25
687.75,251.75
755.25,314.75
770.25,365.75
761.25,479.75
737.25,536.75
693.75,569.75
492.75,458.75
498.75,424.25
500.25,376.25
467.25,304.25
518.25,205.25
596.25,142.25
713.25,160.25
767.25,212.75
786.75,287.75
783.75,376.25
786.75,430.25
768.75,472.25
587.25,364.25
708.75,367.25
545.25,353.75
588.75,349.25
632.25,361.25
678.75,362.75
719.25,350.75
758.25,365.75
653.25,380.75
617.25,440.75
654.75,466.25
683.25,442.25
597.75,493.25
650.25,493.25
696.75,494.75
626.25,511.25
648.75,512.75
674.25,506.75
