636,714
582,686
534,636
512,571
498,505
530,387
579,336
692,326
741,378
761,466
757,556
746,613
706,672
503,571
483,539
481,511
461,413
502,328
571,260
691,267
767,330
796,411
789,462
789,506
761,554
570,474
682,468
533,449
559,430
591,438
661,430
700,424
729,437
626,470
594,562
630,572
660,562
582,603
630,595
683,598
605,633
634,640
679,612
